Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P006954,Latin America and Caribbean,Republic of Costa Rica,Closed,Health Sector Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006954,1993-10-21T00:00:00Z,2002-09-30T00:00:00Z,,,22000000.0,0.0,22000000.0,0,,Specific Investment Loan,C,,Health,Public Administration - Health,Central Government (Central Agencies),Administrative and civil service reform,Health system performance
P007129,Latin America and Caribbean,Republic of Ecuador,Closed,Mining Development and Environmental Control Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007129,1993-10-21T00:00:00Z,2000-12-31T00:00:00Z,,,11000000.0,0.0,11000000.0,0,,Technical Assistance Loan,A,,Renewable Energy Biomass,Central Government (Central Agencies),,Administrative and civil service reform,Land administration and management
P008557,Europe and Central Asia,Republic of Moldova,Closed,Rehabilitation Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008557,1993-10-21T00:00:00Z,1995-03-31T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Rehabilitation Loan,U,,"Other Industry, Trade and Services",Banking Institutions,Central Government (Central Agencies),Export development and competitiveness,Macroeconomic management
P008210,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Urban Transport Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008210,1993-11-04T00:00:00Z,2002-06-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,B,,Other Transportation,Central Government (Central Agencies),Sub-National Government,Municipal governance and institution building,Other urban development
P008218,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Basic Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008218,1993-11-04T00:00:00Z,2000-04-30T00:00:00Z,,,89400000.0,0.0,89400000.0,0,,Specific Investment Loan,C,,Primary Education,Tertiary Education,Central Government (Central Agencies),Social analysis and monitoring,Education for all
P006546,Latin America and Caribbean,Federative Republic of Brazil,Closed,AIDS and STD Control Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006546,1993-11-09T00:00:00Z,1998-06-30T00:00:00Z,,,160000000.0,0.0,160000000.0,0,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,HIV/AIDS,Administrative and civil service reform
P003985,East Asia and Pacific,Republic of Indonesia,Closed,National Watershed Management and Conservation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003985,1993-11-09T00:00:00Z,1999-12-31T00:00:00Z,,,56500000.0,0.0,56500000.0,0,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Roads and highways,Central Government (Central Agencies),Land administration and management,Other rural development
P008299,Europe and Central Asia,Republic of Belarus,Closed,Rehabilitation Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008299,1993-11-16T00:00:00Z,1996-11-01T00:00:00Z,,,120000000.0,0.0,120000000.0,0,,Rehabilitation Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Banking Institutions,Regulation and competition policy,State-owned enterprise restructuring and privatization
P005721,Middle East and North Africa,Republic of Tunisia,Closed,Agricultural Sector Investment Loan ,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005721,1993-11-18T00:00:00Z,2000-12-31T00:00:00Z,,,120000000.0,0.0,120000000.0,0,,Sector Investment and Maintenance Loan,B,,Irrigation and Drainage,Water Supply,Fisheries,Rural markets,Other rural development
P006452,Latin America and Caribbean,Federative Republic of Brazil,Closed,Northeast Basic Education Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006452,1993-11-23T00:00:00Z,1999-12-31T00:00:00Z,,,206600000.0,0.0,206600000.0,0,,Sector Investment and Maintenance Loan,C,,Primary Education,Sub-National Government,,Education for all,Administrative and civil service reform
P005435,Middle East and North Africa,Kingdom of Morocco,Closed,Water Supply Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005435,1993-11-23T00:00:00Z,2001-12-31T00:00:00Z,,,160000000.0,0.0,160000000.0,0,,Sector Investment and Maintenance Loan,B,,Water Supply,Sanitation,Health,Water resource management,Rural services and infrastructure
P005486,Middle East and North Africa,Kingdom of Morocco,Closed,National Rural Finance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005486,1993-11-23T00:00:00Z,1998-03-31T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Financial Intermediary Loan,C,,"Other Agriculture, Fishing and Forestry",Agro-industry,Housing Construction,Gender,Other financial and private sector development
P006104,Latin America and Caribbean,Belize,Closed,Belize City Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006104,1993-11-30T00:00:00Z,1997-12-31T00:00:00Z,,,20000000.0,0.0,20000000.0,0,,Sector Investment and Maintenance Loan,B,,Roads and highways,Irrigation and Drainage,Ports/Waterways,Biodiversity,Municipal governance and institution building
P008848,Europe and Central Asia,Slovak Republic,Closed,Economic Recovery Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008848,1993-11-30T00:00:00Z,1995-12-31T00:00:00Z,,,80000000.0,0.0,80000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Banking Institutions,Social Protection,Regulation and competition policy,State-owned enterprise restructuring and privatization
P006677,Latin America and Caribbean,Republic of Chile,Closed,Municipal Development Pilot Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006677,1993-12-07T00:00:00Z,1998-06-30T00:00:00Z,,,10000000.0,0.0,10000000.0,0,,Specific Investment Loan,C,,Sub-National Government,Central Government (Central Agencies),,Administrative and civil service reform,Municipal governance and institution building
P006889,Latin America and Caribbean,Republic of Colombia,Closed,Public  Financial Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006889,1993-12-07T00:00:00Z,2001-03-31T00:00:00Z,,,30000000.0,0.0,30000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,Tax policy and administration,Administrative and civil service reform
P005748,Middle East and North Africa,Republic of Tunisia,Closed,Tunisia Private Investment Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005748,1993-12-09T00:00:00Z,2000-12-31T00:00:00Z,,,119800000.0,0.0,119800000.0,0,,Financial Intermediary Loan,B,,Banking Institutions,,,Other financial and private sector development,"Micro, Small and Medium Enterprise support"
P004391,East Asia and Pacific,The Independent State of Papua New Guine,Closed,PETROLEUM EXPLORATION AND DEVELOPMENT TECHNICAL ASSISTANCE PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004391,1993-12-09T00:00:00Z,2000-09-30T00:00:00Z,,,11000000.0,0.0,11000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Oil and Gas,,Regulation and competition policy,
P003626,East Asia and Pacific,People's Republic of China,Closed,Fujian Provincial Highway Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003626,1993-12-14T00:00:00Z,2003-12-31T00:00:00Z,,,140000000.0,0.0,140000000.0,0,,Specific Investment Loan,A,,Roads and highways,Sub-National Government,,Municipal governance and institution building,Rural services and infrastructure
P004312,East Asia and Pacific,Malaysia,Closed,Health Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004312,1993-12-14T00:00:00Z,2001-06-30T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,C,,Health,,,Pollution management and environmental health,Health system performance
P006866,Latin America and Caribbean,Republic of Colombia,Closed,Secondary Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006866,1993-12-16T00:00:00Z,2002-12-31T00:00:00Z,,,90000000.0,0.0,90000000.0,0,,Specific Investment Loan,C,,Secondary Education,Tertiary Education,Central Government (Central Agencies),Social Safety Nets/Social Assistance & Social Care Services,Education for all
P008062,Latin America and Caribbean,Republic of Peru,Closed,Social Development and Compensation Fund Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008062,1993-12-16T00:00:00Z,1997-06-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Sector Investment and Maintenance Loan,C,,Social Protection,Central Government (Central Agencies),,Rural services and infrastructure,Improving labor markets
P005499,Middle East and North Africa,Kingdom of Morocco,Closed,IRRIGATED AREAS AGRICULTURE SERVICES,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005499,1993-12-21T00:00:00Z,2001-06-30T00:00:00Z,,,25000000.0,0.0,25000000.0,0,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",,,Other rural development,Rural policies and institutions
P007844,Latin America and Caribbean,Republic of Panama,Closed,Roads Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007844,1993-12-21T00:00:00Z,2003-09-30T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Other financial and private sector development,Other urban development
P007913,Latin America and Caribbean,Republic of Paraguay,Closed,Eighth Highway Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007913,1993-12-21T00:00:00Z,2004-04-30T00:00:00Z,,,65000000.0,0.0,65000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Pollution management and environmental health,Export development and competitiveness
P003633,East Asia and Pacific,People's Republic of China,Closed,Telecommunications Project (01),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003633,1993-12-21T00:00:00Z,2000-06-30T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Specific Investment Loan,B,,ICT Infrastructure,Law and Justice,,Legal institutions for a market economy,Infrastructure services for private sector development
P006868,Latin America and Caribbean,Republic of Colombia,Closed,Natural Resource Management Program,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006868,1993-12-23T00:00:00Z,2001-03-31T00:00:00Z,,,39000000.0,0.0,39000000.0,0,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Sub-National Government,Other Education,Land administration and management,Indigenous peoples
P005733,Middle East and North Africa,Republic of Tunisia,Closed,NORTHWEST MOUNTAINOUS AREAS DEVELOPMENT PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005733,1993-12-23T00:00:00Z,2001-06-30T00:00:00Z,,,27500000.0,0.0,27500000.0,0,,Specific Investment Loan,B,,Roads and highways,"Other Agriculture, Fishing and Forestry",Water Supply,Rural services and infrastructure,Water resource management
P004172,East Asia and Pacific,Republic of Korea,Closed,Financial Intermediation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004172,1993-12-23T00:00:00Z,1999-06-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Financial Intermediary Loan,C,,Banking Institutions,Central Government (Central Agencies),,State-owned enterprise restructuring and privatization,"Micro, Small and Medium Enterprise support"
P034140,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,Emergency Desert Locust Control Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P034140,1993-12-23T00:00:00Z,1996-06-30T00:00:00Z,,,30000000.0,0.0,30000000.0,0,,Specific Investment Loan,C,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Natural disaster management,Rural services and infrastructure
P004168,East Asia and Pacific,Republic of Korea,Closed,Science and Technical Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004168,1994-01-06T00:00:00Z,1999-12-31T00:00:00Z,,,190000000.0,0.0,190000000.0,0,,Specific Investment Loan,C,,Tertiary Education,Workforce Development and Vocational Education,,Environmental policies and institutions,Education for the knowledge economy
P004174,East Asia and Pacific,Republic of Korea,Closed,Environmental Technology Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004174,1994-01-06T00:00:00Z,1998-09-30T00:00:00Z,,,90000000.0,0.0,90000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,Technology diffusion,Environmental policies and institutions
P008527,Europe and Central Asia,Republic of Latvia,Closed,Agricultural Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008527,1994-01-11T00:00:00Z,1997-12-31T00:00:00Z,,,25000000.0,0.0,25000000.0,0,,Specific Investment Loan,B,,Other Non-bank Financial Institutions,"Agricultural markets, commercialization and agri-business",Other Public Administration,State-owned enterprise restructuring and privatization,Rural markets
P003309,Africa East,Republic of Zimbabwe,Closed,Power Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003309,1994-01-18T00:00:00Z,1999-12-31T00:00:00Z,,,90000000.0,0.0,90000000.0,0,,Specific Investment Loan,B,,Power,Central Government (Central Agencies),,Other financial and private sector development,Other urban development
